,Serial_Number
2220,320860012
2221,320860013
2222,320990015
2223,321060002
2224,321060004
2225,321110001
2226,330020031
2227,330020052
2228,330080025
2229,330080028
2230,330090083
2231,330100005
2232,330100013
2233,330280002
2234,330290024
2235,330410016
2236,330520037
2237,330570004
2238,330570007
2239,330570013
2240,330570015
2241,330610002
2242,330970013
2243,340020004
2244,340080036
2245,340120005
2246,340180018
2247,340200010
2248,340200011
2251,340320006
2252,340330006
2253,340410004
2254,340420041
2255,340490007
2256,340640009
2257,340670017
2258,340670053
2259,340670064
2260,340850035
2261,340870004
2262,341080003
2263,341360003
2264,341470007
2265,341520004
2266,341950007
2267,342080211
2268,342080214
2269,342080215
2270,342100001
2271,342100002
2272,342180002
2273,342220103
2274,342220201
2275,342220203
2276,342230008
2277,342330021
2278,342340005
2279,342340013
2280,342390005
2281,342950006
2282,342950007
2283,343000011
2284,343010037
2285,343160008
2286,343170013
2287,343190007
2288,343200063
2289,343240001
2290,343380005
2291,343420001
2292,343470029
2293,343500002
2294,343810112
2295,343920142
2296,344090116
2297,344140038
2298,344240001
2301,344370204
2302,344370214
2303,344370215
2304,344380017
2305,344490003
2306,344560002
2307,344620002
2308,344620003
2309,344660001
2310,344840009
2311,345040007
2312,345080001
2313,345080002
2314,345080003
2315,345300002
2316,345440118
2317,345440127
2318,345510001
2319,345510003
2320,345520002
2321,345570005
2322,345800002
2323,345800003
2324,345850003
2325,345910001
2326,345930066
2327,345940089
2328,346010111
2329,346060128
2330,346070002
2331,346070003
2332,346070005
2333,346070009
2334,346070012
2335,346090314
2336,346090323
2337,346100133
2338,346100134
2339,350010013
2340,350100005
2341,350140005
2342,350160010
2343,350160019
2344,350160055
2345,350170016
2346,350180001
2347,350200012
2348,350290007
2351,350310010
2352,350350009
2353,350350012
2354,350410024
2355,350410027
2356,350430004
2357,350430052
2358,350430085
2359,350440004
2360,350460015
2361,350560030
2362,350560062
2363,350600005
2364,350630006
2365,350690005
2366,350690019
2367,350730014
2368,350840019
2369,350950022
2370,351010005
2371,351040007
2372,351070016
2373,351110006
2374,351110007
2375,351140007
2376,351140008
2377,351240007
2378,351350002
2379,351380013
2380,351520037
2381,351660006
2382,351660009
2383,351660015
2384,351740001
2385,351740002
2386,351820004
2387,351910001
2388,351950019
2389,351960017
2390,352000007
2391,352070007
2392,352080014
2393,352080020
2394,352110008
2395,352190036
2396,352190037
2397,352290001
2398,352290003
2401,352440008
2402,352440009
2403,352440013
2404,352440023
2405,352440024
2406,352690012
2407,352870003
2408,352880005
2409,352880006
2410,352890050
2411,353000011
2412,353020005
2413,353020009
2414,353120369
2415,353120370
2416,353160005
2417,353260002
2418,353330325
2419,353330328
2420,353340139
2421,353450052
2422,353520002
2423,353910007
2424,354070001
2425,354230014
2426,354270002
2427,354320001
2428,354320003
2429,354430002
2430,354450002
2431,354550016
2432,354550025
2433,354550031
2434,354550033
2435,354550035
2436,354550037
2437,354550040
2438,354550044
2439,354550049
2440,354550063
2441,354550065
2442,354600002
2443,354610303
2444,354620001
2445,354620008
2446,354630114
2447,354690448
2448,354720104
2451,354850013
2452,354850047
2453,354850078
2454,354900040
2455,354900041
2456,354960201
2457,354960206
2458,354960215
2459,354960216
2460,354960218
2461,354980306
2462,354980307
2463,354980317
2464,354990309
2465,354990313
2466,354990314
2467,355000314
2468,355030524
2469,355060001
2470,355060002
2471,355070002
2472,355090008
2473,355090039
2474,355190053
2475,355230612
2476,355310033
2477,355440043
2478,355440045
2479,355480007
2480,355480017
2481,355540305
2482,355540311
2483,355540312
2484,355540314
2485,355550310
2486,355550311
2487,355550313
2488,355560102
2489,355560306
2490,355560310
2491,355560312
2492,355560316
2493,355870005
2494,355940001
2495,356310014
2496,356340003
2497,356410097
2498,356550020
2501,356570003
2502,356640006
2503,356660001
2504,356670005
2505,356920059
2506,356930044
2507,357020002
2508,357030002
2509,357110002
2510,357160057
2511,357160060
2512,357160067
2513,357170001
2514,357170002
2515,357170003
2516,357170004
2517,357170005
2518,357170006
2519,357170007
2520,357170008
2521,357180009
2522,357180011
2523,357180012
2524,357180013
2525,357180015
2526,357190017
2527,357190018
2528,357190019
2529,360120025
2530,360160001
2531,360160008
2532,360160019
2533,360190026
2534,360190034
2535,360340003
2536,360350002
2537,360380005
2538,360380017
2539,360510004
2540,360520006
2541,360520032
2542,360520060
2543,360540016
2544,360730010
2545,360740004
2546,360760010
2547,360830039
2548,360840006
2551,360840017
2552,360890003
2553,360930010
2554,360930015
2555,361010003
2556,361050060
2557,361050064
2558,361060025
2559,361120018
2560,361140029
2561,361220012
2562,361340001
2563,361350017
2564,361400004
2565,361400011
2566,361430010
2567,361430015
2568,361430021
2569,361430036
2570,361430044
2571,361430055
2572,361430070
2573,361430073
2574,361430079
2575,361450005
2576,361450015
2577,361450020
2578,361500027
2579,361530018
2580,361690028
2581,361760005
2582,361770024
2583,361770049
2584,361790002
2585,361870020
2586,362010005
2587,362010017
2588,362020006
2589,362030013
2590,362080035
2591,362180010
2592,362450009
2593,362760002
2594,362790004
2595,362870007
2596,362980017
2597,362980018
2598,362990026
2601,362990028
2602,363070002
2603,363130009
2604,363230011
2605,363430003
2606,363470031
2607,363580009
2608,363680005
2609,363700006
2610,363710005
2611,363750002
2612,363750003
2613,363760019
2614,363770007
2615,363790019
2616,363790024
2617,364040009
2618,364070060
2619,364440019
2620,364570005
2621,364650032
2622,364670022
2623,364740011
2624,364810015
2625,365090004
2626,365100065
2627,365110022
2628,365160015
2629,365160025
2630,365160028
2631,365160035
2632,365240011
2633,365240029
2634,365270060
2635,365290031
2636,365540018
2637,365540025
2638,365810003
2639,365860014
2640,365900002
2641,366010041
2642,366010049
2643,366010052
2644,366170020
2645,366180013
2646,366190024
2647,366230001
2648,366240023
2651,366270046
2652,366280011
2653,366280012
2654,366330017
2655,366330018
2656,366580003
2657,366580005
2658,366580011
2659,366580013
2660,366580016
2661,366600132
2662,366670069
2663,366850039
2664,366860105
2665,367000007
2666,367000008
2667,367000009
2668,367000010
2669,367000021
2670,367000022
2671,367040136
2672,367080039
2673,367130010
2674,367130046
2675,367530028
2676,367740018
2677,368060006
2678,368090029
2679,368100012
2680,368100050
2681,368310003
2682,368340005
2683,368340008
2684,368340011
2685,368340018
2686,368340019
2687,368340020
2688,368340021
2689,368340022
2690,368340023
2691,368400076
2692,368460004
2693,368490001
2694,368520006
2695,368550005
2696,368640007
2697,368640015
2698,368650212
2701,368680037
2702,368680039
2703,368810010
2704,368960008
2705,368960012
2706,368960014
2707,368980016
2708,368980027
2709,369140013
2710,369210035
2711,369210075
2712,369260128
2713,369280019
2714,369450020
2715,369460003
2716,369470005
2717,369470041
2718,369470050
2719,369470053
2720,369600025
2721,369650027
2722,369720109
2723,369720117
2724,369850018
2725,369920029
2726,369920052
2727,369970004
2728,370040010
2729,370110008
2730,370130006
2731,370210008
2732,370210023
2733,370220002
2734,370320008
2735,370320010
2736,370350007
2737,370460017
2738,370500013
2739,370540001
2740,370540010
2741,370690011
2742,370830023
2743,371150015
2744,371150033
2745,371150038
2746,371150039
2747,371160042
2748,371180031
2751,371180039
2752,371310009
2753,371340008
2754,371410042
2755,371430043
2756,371550134
2757,371780001
2758,371900011
2759,372120150
2760,372200302
2761,372200313
2762,372250002
2763,372250006
2764,372360219
2765,372420127
2766,372440010
2767,372590001
2768,372670043
2769,372670055
2770,372820001
2771,372910001
2772,372980406
2773,373090501
2774,373180012
2775,373180022
2776,380020011
2777,380040017
2778,380040026
2779,380040033
2780,380050005
2781,380070015
2782,380100003
2783,380140005
2784,380210011
2785,380210031
2786,380210040
2787,380210045
2788,380250003
2789,380300009
2790,380520008
2791,380530006
2792,380560044
2793,380570001
2794,380580016
2795,380580024
2796,380610036
2797,380640003
2798,380660001
2801,380660004
2802,380880007
2803,381200007
2804,381220002
2805,381540008
2806,381570031
2807,381660010
2808,381760001
2809,381760002
2810,381900005
2811,382000008
2812,382190003
2813,382210011
2814,382290028
2815,382420034
2816,382500029
2817,382540037
2818,382540072
2819,382570080
2820,382580019
2821,382600172
2822,382600212
2823,382690114
2824,382690115
2825,382690134
2826,382690167
2827,382690180
2828,382700063
2829,382710001
2830,382870002
2831,382870006
2832,382970252
2833,382980017
2834,382980018
2835,383030005
2836,383100069
2837,383110012
2838,383110013
2839,383110015
2840,383110016
2841,383110017
2842,383110018
2843,383110019
2844,383110020
2845,383110021
2846,383110022
2847,383110023
2848,383110024
2851,383110025
2852,383110026
2853,383110029
2854,383110030
2855,383110031
2856,383110032
2857,383110033
2858,383110034
2859,383110035
2860,383110037
2861,383110038
2862,383110039
2863,383110040
2864,383110041
2865,383110042
2866,383110043
2867,383110044
2868,383110045
2869,383110046
2870,383110047
2871,383110048
2872,383110049
2873,383110050
2874,383110051
2875,383110052
2876,383110057
2877,383110058
2878,383110060
2879,383110071
2880,383110072
2881,383110073
2882,383110074
2883,383110075
2884,383110076
2885,383110077
2886,383110078
2887,383110079
2888,383110080
2889,383110081
2890,383110082
2891,383110083
2892,383110084
2893,383110085
2894,383110086
2895,383110087
2896,383110088
2897,383110089
2898,383110090
2901,383110091
2902,383110092
2903,383110093
2904,383110094
2905,383120026
2906,383120031
2907,383190010
2908,383190017
2909,383190019
2910,383190025
2911,383340021
2912,383340025
2913,383340166
2914,383340333
2915,383430010
2916,383490108
2917,383520002
2918,383520003
2919,383520004
2920,383520005
2921,383520007
2922,383520009
2923,383520010
2924,383520041
2925,383520055
2926,383520056
2927,383520059
2928,383520060
2929,383520061
2930,383520062
2931,383570522
2932,383570524
2933,383620007
2934,383660270
2935,383660294
2936,383700137
2937,383720018
2938,383850003
2939,383920065
2940,383960001
2941,384010019
2942,384090002
2943,384090003
2944,384120065
2945,384120119
2946,384170003
2947,384170004
2948,384430002
2951,384520004
2952,384731012
2953,384770002
2954,384810032
2955,384940011
2956,385010074
2957,385010091
2958,385020035
2959,385020041
2960,385100004
2961,385130001
2962,385140011
2963,385160102
2964,385160111
2965,385160112
2966,385170201
2967,385170203
2968,385170215
2969,385180006
2970,385180008
2971,385180012
2972,385180013
2973,385180014
2974,385220303
2975,385280046
2976,385280047
2977,385280049
2978,385290001
2979,385290002
2980,385290003
2981,385290004
2982,385290005
2983,385290006
2984,385290007
2985,385290008
2986,385290009
2987,385290010
2988,385290011
2989,385290012
2990,385290013
2991,385290014
2992,385290015
2993,385290016
2994,385290017
2995,385290018
2996,385290019
2997,385290020
2998,385300025
3001,385300026
3002,385300027
3003,385300028
3004,385300031
3005,385300052
3006,385300053
3007,385300054
3008,385300055
3009,385300056
3010,385300057
3011,385300058
3012,385300059
3013,385300060
3014,385310001
3015,385310002
3016,385310003
3017,385310004
3018,385310005
3019,385310006
3020,385310007
3021,385310008
3022,385310009
3023,385310010
3024,385310012
3025,385310014
3026,385340003
3027,385340005
3028,385340009
3029,385360001
3030,385520055
3031,385520060
3032,385520068
3033,385520069
3034,385520070
3035,385520072
3036,385520073
3037,385520095
3038,385520097
3039,390030010
3040,390200029
3041,390240005
3042,390250026
3043,390260011
3044,390540002
3045,390800011
3046,390940024
3047,391070022
3048,391200111
3051,391410303
3052,391470018
3053,391530007
3054,391690001
3055,391720006
3056,391740013
3057,391740063
3058,391740086
3059,391740087
3060,391790003
3061,391870004
3062,391880001
3063,391950003
3064,391950019
3065,391960035
3066,392000006
3067,392010029
3068,392010051
3069,392120001
3070,392120002
3071,392210038
3072,392270001
3073,392430002
3074,392430003
3075,392430004
3076,392430005
3077,392450001
3078,392450002
3079,392560002
3080,392620204
3081,392630004
3082,392730402
3083,392740305
3084,400010003
3085,400010004
3086,400030007
3087,400060002
3088,400060003
3089,400060035
3090,400070050
3091,400080008
3092,400120017
3093,400120021
3094,400120047
3095,400130077
3096,400140015
3097,400170003
3098,400230004
3101,400290003
3102,400340010
3103,400380021
3104,400460028
3105,400550012
3106,400560023
3107,400570002
3108,400630025
3109,400640006
3110,400700014
3111,400800003
3112,400830003
3113,400920001
3114,400930013
3115,400950023
3116,401030005
3117,401120005
3118,401120012
3119,401260006
3120,401300042
3121,401510001
3122,401590009
3123,401590021
3124,401640021
3125,401640039
3126,401650001
3127,401720059
3128,401730015
3129,401900015
3130,402020024
3131,402070035
3132,402220009
3133,402230003
3134,402230004
3135,402370013
3136,402380002
3137,402470017
3138,402490002
3139,402490005
3140,402490009
3141,402650018
3142,402650022
3143,402840036
3144,402840057
3145,403340005
3146,403390004
3147,403410001
3148,403420035
3151,403430008
3152,403470001
3153,403570022
3154,403570058
3155,403580120
3156,403680029
3157,403730044
3158,403730047
3159,403760027
3160,403760028
3161,403930001
3162,403940007
3163,403940008
3164,403940014
3165,403940031
3166,403940064
3167,404020006
3168,404020011
3169,404320123
3170,404320124
3171,404320125
3172,404320126
3173,404320127
3174,404320128
3175,404350040
3176,404390037
3177,404440002
3178,404440003
3179,404480211
3180,404550045
3181,404550046
3182,404550061
3183,404673011
3184,404720012
3185,404890012
3186,404890013
3187,404890014
3188,404890015
3189,404920005
3190,404990047
3191,405040001
3192,405040005
3193,405040006
3194,405040007
3195,405040008
3196,405040009
3197,405070049
3198,405070050
3201,405070051
3202,405070054
3203,405070055
3204,405070063
3205,405070064
3206,405070066
3207,405070067
3208,410050030
3209,410140004
3210,410230013
3211,410290007
3212,410300039
3213,410310053
3214,410400009
3215,410430010
3216,410440001
3217,410500020
3218,410500025
3219,410500029
3220,410660002
3221,410670002
3222,410780015
3223,410810005
3224,410820001
3225,410830003
3226,410830006
3227,410850018
3228,410860008
3229,410860034
3230,410860044
3231,410940012
3232,411010002
3233,411010011
3234,411010020
3235,411140006
3236,411150013
3237,411200003
3238,411210008
3239,411210009
3240,411270006
3241,411320060
3242,411320062
3243,411350002
3244,411350032
3245,411370003
3246,411370005
3247,411600001
3248,411630002
3251,411650042
3252,411740043
3253,411810003
3254,411810017
3255,411900087
3256,412070233
3257,412090010
3258,412100002
3259,412230012
3260,412280060
3261,412320003
3262,412480001
3263,412550246
3264,412660065
3265,412850003
3266,412890004
3267,412920017
3268,412940030
3269,412990001
3270,413030406
3271,413170004
3272,413290027
3273,413380023
3274,413410006
3275,413430010
3276,413430016
3277,413640007
3278,413650005
3279,413650006
3280,413690021
3281,413730006
3282,413830001
3283,413830002
3284,413890030
3285,413890035
3286,413940007
3287,414040003
3288,414040006
3289,414100211
3290,414300038
3291,414300041
3292,414340003
3293,414440006
3294,414440007
3295,414520329
3296,414540016
3297,414620264
3298,414640022
3301,414640037
3302,414680059
3303,414740003
3304,414740004
3305,414860404
3306,414860415
3307,414900020
3308,414900053
3309,414930019
3310,414990005
3311,415110003
3312,415160013
3313,415210093
3314,415220013
3315,415240015
3316,415270031
3317,415410022
3318,415410047
3319,415600004
3320,415610001
3321,415720001
3322,415720004
3323,415740002
3324,415830014
3325,415840223
3326,415950003
3327,415950008
3328,415990015
3329,416010021
3330,416060001
3331,416120020
3332,416130038
3333,416130073
3334,416130092
3335,416220134
3336,416250003
3337,416250005
3338,416250010
3339,416250012
3340,416250013
3341,416250019
3342,416320008
3343,416330213
3344,416330216
3345,416330217
3346,416340004
3347,416410013
3348,416430102
3351,416430111
3352,416430120
3353,416450002
3354,416470308
3355,416480211
3356,416680103
3357,416690204
3358,416690206
3359,416720307
3360,416830018
3361,416900001
3362,416900013
3363,416910003
3364,416950001
3365,417260406
3366,417260479
3367,417360001
3368,417500039
3369,417500043
3370,417570108
3371,417570232
3372,417570233
3373,417570234
3374,417570235
3375,417570236
3376,417570237
3377,417580005
3378,417590007
3379,417620001
3380,417620002
3381,417620003
3382,417620004
3383,417620005
3384,417620006
3385,417760034
3386,417820006
3387,417820010
3388,417820011
3389,417820013
3390,417830003
3391,417830004
3392,417830005
3393,417830006
3394,417830010
3395,417830012
3396,417830013
3397,417830014
3398,417830015
3401,417830016
3402,417830017
3403,417830021
3404,417830022
3405,417830023
3406,417830024
3407,417830025
3408,417830026
3409,417830027
3410,417830028
3411,417870225
3412,417870250
3413,417930014
3414,418000301
3415,418000302
3416,418000303
3417,418000307
3418,418000308
3419,418000314
3420,418000317
3421,418020007
3422,418070026
3423,418090021
3424,418180021
3425,418200003
3426,418200004
3427,418200005
3428,418200006
3429,418210038
3430,418210041
3431,418270003
3432,418310001
3433,418310005
3434,418340103
3435,418340107
3436,418340108
3437,418340110
3438,418340116
3439,418340121
3440,418360049
3441,418360052
3442,418360053
3443,418390008
3444,418420202
3445,418440066
3446,418450004
3447,418460010
3448,418600301
3451,418600302
3452,418600303
3453,418600317
3454,418620101
3455,418620111
3456,418620112
3457,418620114
3458,418650052
3459,418650053
3460,418650077
3461,418650078
3462,418670001
3463,418710003
3464,418710004
3465,418720125
3466,418720126
3467,418720127
3468,418720128
3469,418740311
3470,418740312
3471,418740313
3472,418740314
3473,418740315
3474,418740316
3475,418740317
3476,420060012
3477,420060165
3478,420100005
3479,420100024
3480,420210017
3481,420210025
3482,420290001
3483,420360002
3484,420630001
3485,420640205
3486,420640207
3487,420640307
3488,420730206
3489,420730208
3490,420860014
3491,420860015
3492,420860020
3493,420860021
3494,420880001
3495,430090007
3496,430160007
3497,430230005
3498,430270022
3501,431090052
3502,431090066
3503,431110027
3504,431160318
3505,431270501
3506,431290006
3507,431380094
3508,431470065
3509,431510006
3510,431580001
3511,431610374
3512,431620046
3513,431630050
3514,431640003
3515,431800006
3516,432020002
3517,432350601
3518,432430009
3519,432430014
3520,432430015
3521,432430017
3522,432450001
3523,432450002
3524,432450003
3525,432480926
3526,432530002
3527,432530003
3528,432530004
3529,432530005
3530,432530006
3531,432530007
3532,432530008
3533,432530009
3534,432530010
3535,440080010
3536,440090001
3537,440100003
3538,440100029
3539,440140011
3540,440160040
3541,440160062
3542,440180039
3543,440180090
3544,440320010
3545,440420003
3546,440420004
3547,440420005
3548,440420011
3551,440420012
3552,440540005
3553,440540006
3554,440630007
3555,440780023
3556,441020013
3557,441150013
3558,441150019
3559,441150020
3560,441150021
3561,441150022
3562,441150023
3563,441150029
3564,441160001
3565,441160002
3566,441170003
3567,441280001
3568,441280002
3569,441280003
3570,441280004
3571,441280005
3572,441350001
3573,441400001
3574,441490022
3575,441500005
3576,441570211
3577,441590126
3578,441590127
3579,441650202
3580,441760007
3581,441940001
3582,441940002
3583,441960010
3584,442020002
3585,442080001
3586,442190002
3587,442230005
3588,442240002
3589,450020001
3590,450030006
3591,450030011
3592,450030013
3593,450050005
3594,450120012
3595,450120015
3596,450140001
3597,450140002
3598,450160011
3601,450240001
3602,450240002
3603,450300002
3604,450300040
3605,450300042
3606,450300050
3607,450300069
3608,450300081
3609,450300096
3610,450300099
3611,450350006
3612,450360011
3613,450380006
3614,450420049
3615,450420073
3616,450490012
3617,450490027
3618,450590007
3619,450650003
3620,450770009
3621,450790001
3622,450790016
3623,450810002
3624,450880006
3625,450890028
3626,450910004
3627,450960011
3628,450980011
3629,450980012
3630,451150005
3631,451260003
3632,451280015
3633,451430004
3634,451520001
3635,451520003
3636,451590016
3637,451650019
3638,452050001
3639,452100001
3640,452130009
3641,452130038
3642,452280201
3643,452280202
3644,452280203
3645,452280204
3646,452280209
3647,452280210
3648,452280211
3651,452300010
3652,452330005
3653,452340001
3654,452340002
3655,452440001
3656,452460005
3657,452620042
3658,452630001
3659,452690015
3660,452770011
3661,452770029
3662,452780010
3663,452820065
3664,452830224
3665,452860054
3666,453010002
3667,453010010
3668,453320208
3669,453470013
3670,453600204
3671,453690002
3672,453830033
3673,453890068
3674,453890097
3675,454020006
3676,454020007
3677,454030014
3678,454030015
3679,454040001
3680,454240001
3681,454270012
3682,454300016
3683,454360131
3684,454540269
3685,454550005
3686,454550415
3687,454560134
3688,454630003
3689,454630007
3690,454650002
3691,454680201
3692,454680202
3693,454680203
3694,454830013
3695,454990006
3696,455340001
3697,455360014
3698,455490001
3701,455490002
3702,455490003
3703,455490004
3704,455490005
3705,455490006
3706,455490007
3707,455490008
3708,455490009
3709,455490010
3710,455490011
3711,455490012
3712,455490013
3713,455490014
3714,455490015
3715,455490016
3716,455490017
3717,455490018
3718,455490019
3719,455490020
3720,455490021
3721,455490022
3722,455490023
3723,455490024
3724,455490025
3725,455490026
3726,455490027
3727,455490028
3728,455490029
3729,455490030
3730,455490031
3731,455490032
3732,455490033
3733,455490034
3734,455490035
3735,455490036
3736,455490037
3737,455490038
3738,455490039
3739,455490040
3740,455490041
3741,455490042
3742,455490043
3743,455490044
3744,455510001
3745,455510002
3746,455510004
3747,455510008
3748,455510009
3751,455520129
3752,455590014
3753,455600002
3754,455650009
3755,455660007
3756,455680010
3757,455680011
3758,455680018
3759,455740060
3760,455790006
3761,455880067
3762,455880074
3763,455880076
3764,455930009
3765,455940006
3766,455940013
3767,455950100
3768,455950116
3769,455960011
3770,455960012
3771,455960023
3772,455960024
3773,455960035
3774,455960036
3775,455970002
3776,455980027
3777,455980028
3778,455980029
3779,455980032
3780,455980038
3781,455980039
3782,455980040
3783,455980041
3784,455980042
3785,455980043
3786,455980044
3787,455980045
3788,455980046
3789,455980047
3790,455980048
3791,455980049
3792,455980052
3793,455980053
3794,455980054
3795,455980056
3796,456000039
3797,456020023
3798,456020024
3801,456020039
3802,456020043
3803,456020044
3804,456030005
3805,456040080
3806,456080028
3807,456170011
3808,456170012
3809,456170023
3810,456170024
3811,456170035
3812,456170036
3813,456270115
3814,456270123
3815,456270126
3816,456330413
3817,456340021
3818,456340022
3819,456340023
3820,456340025
3821,456340036
3822,456400001
3823,456400002
3824,456400003
3825,460070016
3826,460090001
3827,460090002
3828,460090003
3829,460090004
3830,460090005
3831,460090006
3832,460090007
3833,460090008
3834,460090009
3835,460090010
3836,460090011
3837,460090012
3838,460090013
3839,460090014
3840,460090015
3841,460260003
3842,460290001
3843,460310012
3844,460360009
3845,460360015
3846,460360018
3847,460360043
3848,460360044
3851,460400002
3852,460560002
3853,460570004
3854,460630018
3855,460650009
3856,460650011
3857,460730012
3858,460750005
3859,460860034
3860,460880005
3861,460900007
3862,460940002
3863,460990021
3864,461040008
3865,461080018
3866,461100001
3867,461120021
3868,461130002
3869,461130013
3870,461130016
3871,461170009
3872,461300015
3873,461350011
3874,461370017
3875,461370030
3876,461410003
3877,461430008
3878,461430012
3879,461440004
3880,461450010
3881,461470008
3882,461520024
3883,461520032
3884,461550001
3885,461680007
3886,462010001
3887,462030005
3888,462080002
3889,462120002
3890,462120004
3891,462190004
3892,462190021
3893,462190024
3894,462210003
3895,462250008
3896,462280012
3897,462440007
3898,462450005
3901,462590002
3902,462740026
3903,462740027
3904,462790137
3905,462850007
3906,462880002
3907,463020008
3908,463130003
3909,463220006
3910,463220007
3911,463360020
3912,463450006
3913,463500008
3914,463570001
3915,463590001
3916,463670003
3917,463730012
3918,464080002
3919,464080009
3920,464320008
3921,464460003
3922,464670008
3923,464670009
3924,464680002
3925,464680003
3926,464770007
3927,464890142
3928,464900228
3929,464940003
3930,464940011
3931,464940023
3932,464940029
3933,464990034
3934,465090001
3935,465140013
3936,465140019
3937,465160069
3938,465210007
3939,465360403
3940,465400003
3941,465460002
3942,465490017
3943,465490019
3944,465490039
3945,465510083
3946,465510087
3947,465660007
3948,465690008
3951,465700037
3952,465900001
3953,465930001
3954,465930008
3955,466340056
3956,466340076
3957,466380014
3958,466450160
3959,466450172
3960,466460014
3961,466590001
3962,466680001
3963,466680002
3964,466710007
3965,466780012
3966,466810062
3967,466820205
3968,466890013
3969,466900001
3970,466900002
3971,466900004
3972,466900005
3973,466900007
3974,466900010
3975,466900011
3976,466900012
3977,466900013
3978,466900014
3979,466900015
3980,466900016
3981,466900017
3982,466900018
3983,467080009
3984,467080010
3985,467080014
3986,467080016
3987,467190020
3988,467360241
3989,467360245
3990,467660114
3991,467710006
3992,467910001
3993,468040001
3994,468070001
3995,468110002
3996,468160106
3997,468240001
3998,468620001
4001,468620002
4002,468660204
4003,468720007
4004,468730001
4005,468770132
4006,468780112
4007,468780118
4008,468830006
4009,468830007
4010,468840003
4011,468870017
4012,468870064
4013,468940712
4014,468960326
4015,469080302
4016,469240501
4017,469310001
4018,469420006
4019,469440110
4020,469460004
4021,469520001
4022,469520002
4023,469520003
4024,469520006
4025,469520010
4026,469530018
4027,469530023
4028,469540001
4029,469570018
4030,469580101
4031,469580102
4032,469580105
4033,469580108
4034,469580111
4035,469580112
4036,469580113
4037,469610029
4038,469620012
4039,469690002
4040,469710003
4041,469710004
4042,469770015
4043,469770016
4044,469800041
4045,469800046
4046,469830025
4047,469840027
4048,469850002
4051,469890002
4052,469890003
4053,469890004
4054,469900002
4055,469940102
4056,469940106
4057,469940108
4058,469970008
4059,469970011
4060,469970012
4061,469970016
4062,469970018
4063,469970020
4064,469970021
4065,469980041
4066,469980044
4067,469980047
4068,469980050
4069,469980051
4070,469980052
4071,469980053
4072,469980054
4073,470020005
4074,470070003
4075,470070012
4076,470100044
4077,470130012
4078,470160006
4079,470180059
4080,470200016
4081,470240010
4082,470240011
4083,470240029
4084,470260011
4085,470270005
4086,470300018
4087,470330018
4088,470350014
4089,470350021
4090,470520005
4091,470520006
4092,470590003
4093,470590042
4094,470590043
4095,470600001
4096,470710005
4097,470710006
4098,470710007
4101,470920002
4102,471020001
4103,471130051
4104,471190002
4105,471360001
4106,471440015
4107,471540081
4108,471560028
4109,471790008
4110,471920010
4111,471970003
4112,471970035
4113,472130006
4114,472220142
4115,472240002
4116,472260085
4117,472260110
4118,472290248
4119,472380041
4120,472410065
4121,472670104
4122,472800002
4123,472880005
4124,472880006
4125,472880007
4126,473240001
4127,473280009
4128,473280010
4129,473310002
4130,473310004
4131,473330101
4132,473330202
4133,473350001
4134,473360015
4135,473360016
4136,480010008
4137,480010028
4138,480010045
4139,480040099
4140,480130004
4141,480140018
4142,480200006
4143,480210006
4144,480220005
4145,480250015
4146,480330002
4147,480350025
4148,480350028
4151,480350029
4152,480380030
4153,480410001
4154,480450018
4155,480450067
4156,480460007
4157,480480046
4158,480480051
4159,480500008
4160,480520025
4161,480550005
4162,480590012
4163,480600004
4164,480600016
4165,480600017
4166,480740016
4167,480740019
4168,480760006
4169,480780005
4170,480780011
4171,480890003
4172,480960004
4173,481050008
4174,481150005
4175,481400033
4176,481470004
4177,481640110
4178,481780011
4179,481890004
4180,481890006
4181,481910005
4182,481930027
4183,482000001
4184,482010001
4185,482030001
4186,482180003
4187,482270055
4188,482330021
4189,482340047
4190,482380063
4191,482400014
4192,482460009
4193,482470027
4194,482470028
4195,482520027
4196,482580007
4197,482700002
4198,482750258
4201,482770001
4202,482840003
4203,483030506
4204,483030518
4205,483050011
4206,483090027
4207,483180020
4208,483420016
4209,483480037
4210,483520029
4211,483640003
4212,483650300
4213,483660316
4214,483710008
4215,483730104
4216,483740003
4217,483820004
4218,483820005
4219,483860014
4220,483890002
4221,483890003
4222,484000001
4223,484460043
4224,484470001
4225,484540043
4226,484590002
4227,484610126
4228,484640213
4229,484640219
4230,484680044
4231,484690106
4232,484690107
4233,484690111
4234,484690118
4235,484690123
4236,484820303
4237,484820304
4238,484820305
4239,484830047
4240,484830048
4241,484830055
4242,484840025
4243,484840026
4244,484840027
4245,484840030
4246,484840031
4247,484840043
4248,490020008
4251,490130019
4252,490250017
4253,490260048
4254,490260093
4255,490280007
4256,490300012
4257,490390007
4258,490450003
4259,490510006
4260,490510017
4261,490520006
4262,490520014
4263,490520022
4264,490520032
4265,490520050
4266,490540003
4267,490570018
4268,490570040
4269,490580003
4270,490630013
4271,490660013
4272,490740001
4273,490740010
4274,490880007
4275,490880011
4276,490960004
4277,490970032
4278,491050008
4279,491050015
4280,491050017
4281,491170014
4282,491230007
4283,491230013
4284,491410013
4285,491410015
4286,491410022
4287,491410028
4288,491410030
4289,491410036
4290,491450007
4291,491480003
4292,491480004
4293,491480005
4294,491550007
4295,491590004
4296,491630001
4297,491670002
4298,491710010
4301,491870008
